biolab_index,rdkit,standard_value,Binary,assay_type,not_sure
-5660427857885352916,O=C(NCCc1ccc(Cl)cc1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.0268721464003,0,binding,1
7706369504276917601,O=C(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccc(F)cc1,5.92081875395237,0,binding,0
-8870744301601921647,NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCCCC1,6.30102999566398,0,binding,1
4854428544573029476,CN1CCC(N(C)Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.25963731050576,0,binding,0
11759027166654955,CN(C)C(=O)CN1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.09691001300806,0,binding,0
-8166741267220536767,COC(=O)c1sccc1S(=O)(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.102372908709557,0,binding,1
4593534916748752674,CC(C)(C)OC(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.7212463990471685,0,binding,0
7464174621532501004,O=C(CCc1ccccc1)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.744727494896691,0,binding,0
2874027548044410116,CCCC(=O)Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.1366771398795406,0,binding,1
1014001482065321674,O=C(C1CCCC1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.46852108295774,0,binding,0
5035168972301588570,COc1cccc(CNC(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,6.107905397309519,0,binding,1
-321245471816065954,COCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.337242168318429,0,binding,0
-5195886398672866785,CC(C)CNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.19382002601611,0,binding,0
-7190677079153198553,Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.1366771398795406,0,binding,1
3937047653436018339,Cc1cccc(NC(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,6.180456064458129,0,binding,1
-2352385806391358747,Cc1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(C4(N)CCC4)cc3)nnc1-2,6.30980391997149,0,binding,1
-4120248811168080332,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc4ccccc4c3)nnc1-2,4.53760200210104,0,binding,0
3166366167303975839,COCCN(C)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.32790214206428,0,binding,0
171895508352605737,CC(C)(C)c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.32790214206428,0,binding,0
4480934521317822139,CN(C)c1ccc(C(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,6.95860731484177,0,binding,1
-52505736297155172,O=C(c1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.7212463990471685,0,binding,0
-7265530510076674015,COc1ccc(NC(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1Cl,5.92081875395237,0,binding,0
-7390499291932140224,O=S(=O)(NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1)c1cccc(F)c1,6.11918640771921,0,binding,1
8824311483256959084,COc1cccc(C(=O)Nc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.795880017344071,0,binding,1
4833833174320281193,COc1cccc(NC(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.88605664769316,0,binding,1
6607647087928455461,Cc1cccc(NC(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.3187587626244115,0,binding,1
1966596900603225782,Cn1cnc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)c1,6.619788758288388,0,binding,1
676403169646250889,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1,5.602059991327961,0,binding,0
5878564079208642915,COc1cccc(S(=O)(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)c1,5.52287874528034,0,binding,0
-4715815197229533552,c1ccc2c(c1)Nc1ncccc1-n1c(-c3ccc(CNC4CCC4)cc3)nnc1-2,5.3467874862246605,0,binding,0
5683254770492242872,COc1ccccc1C(=O)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.36653154442041,0,binding,1
-3199392601130765179,Cc1noc(C2CCCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)C2)n1,6.387216143280259,0,binding,1
-8420577214276282477,O=C(Nc1ccc2c(c1)CCO2)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.275724130399211,0,binding,1
4836775707068084244,O=C(c1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,6.096910013008058,0,binding,1
7132772653438428086,CC(=O)c1ccc(S(=O)(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,5.46852108295774,0,binding,0
-798852435548228810,O=C(Nc1ccc(F)cc1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.481486060122111,0,binding,1
9042092741126845785,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccccc1,6.85387196432176,0,binding,1
9195406484176896060,O=C1CCCN1CCCNCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.3565473235138095,0,binding,0
-6940115602937533879,CCN(Cc1ccncc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.67778070526608,0,binding,0
-4062334927410208020,OCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccc(Br)cc2-3)cc1,5.2839966563652006,0,binding,0
151693043407457977,Oc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,5.65757731917779,0,binding,0
7787630684767280596,Brc1ccc2c(c1)-c1nnc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)n1-c1cccnc1N2,7.01772876696043,1,binding,1
1837748466881604359,O=C(NCCc1cccs1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.1249387366083,0,binding,1
-2865317819186364568,Cc1cc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)no1,5.53760200210104,0,binding,0
-1943364871314524762,O=C(NC1(c2ccc(-c3nnc4n3-c3ccc(Cl)nc3Nc3ccccc3-4)cc2)CCC1)C(F)(F)F,5.03151705144607,0,binding,0
-8112882562453346606,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccnc1,6.65757731917779,0,binding,1
-781956730618450162,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,6.95860731484177,0,binding,1
-6776918723350416165,O=C(c1ccc(F)c(F)c1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.309803919971492,0,binding,0
6524099986014037674,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccco1,6.88605664769316,0,binding,1
-54125361869079887,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)cc1,6.92081875395237,0,binding,1
-3109101672954838336,O=S(=O)(NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1)c1ccc(F)cc1,6.23657200643706,0,binding,1
4857514650783618124,CN(CCc1ccccc1)Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,6.107905397309519,0,binding,1
8908593485093986720,c1coc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,5.2006594505464205,0,binding,0
2622588369164781307,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cc2ccccc2s1,6.44369749923271,0,binding,1
-534746019520392543,O=c1[nH]c(-c2ccccc2)cn1C1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,7.3187587626244115,1,binding,1
7751055976558140070,NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccc(-c5ccccc5)cc3-4)cc2)CCC1,5.92081875395237,0,binding,0
1129592025338845212,CCCc1ccccc1NC(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.11350927482752,0,binding,1
5950114081999877136,O=C(Nc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1ccc(F)c(C(F)(F)F)c1,5.27572413039921,0,binding,0
-7765411018149072689,Cc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1,4.88605664769316,0,binding,0
-6649732635292201030,O=C(NCCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)Nc1ccccc1,6.92081875395237,0,binding,1
-8809773445033570253,NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccc(Br)cc2-3)cc1,5.21467016498923,0,binding,0
-9211974663269661621,O=C(CCc1ccccc1)N1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,5.46852108295774,0,binding,0
6997139179078015636,c1ccc(OC2CCCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)C2)cc1,6.03621217265444,0,binding,1
4482313365699108414,Cc1ccccc1NC(=O)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.15490195998574,0,binding,1
-6747588807318850023,Cc1ccc(S(=O)(=O)NCc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)cc1,6.95860731484177,0,binding,1
-3805856077589287819,O=S(=O)(NCc1ccc(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)cc1)c1cccc(Cl)c1,6.82390874094432,0,binding,1
-8618315242911846667,COc1ccc(CCNC(=O)NC2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1OC,5.22184874961636,0,binding,0
-6939189956526617241,Cc1ccc(S(=O)(=O)NC2(c3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CCC2)cc1,6.46852108295774,0,binding,1
-2012677527530102540,O=C(Nc1cccc(C(F)(F)F)c1)NC1CCN(Cc2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CC1,6.20065945054642,0,binding,1
-5279424407332721040,c1c[nH]c(-c2nnc3n2-c2cccnc2Nc2ccccc2-3)c1,5.102372908709559,0,binding,0
-3202182886748491475,[C-]#[N+]c1ccc(C(=O)N2CCN(Cc3ccc(-c4nnc5n4-c4cccnc4Nc4ccccc4-5)cc3)CC2)cc1,6.00436480540245,0,binding,1
92951390651578950,c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nnc6n5-c5ccccc5Nc5ccccc5-6)cc4)CC3)[nH]2)nc1,6.602059991327961,0,binding,1
4397585293086840151,NC1(c2ccc(-c3nnc4n3-c3cccnc3Nc3ccccc3-4)cc2)CCC1,7.00436480540245,1,binding,1
