"","A","P","N","margin"
"19866","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","Cc1cc(F)c(NC(=O)c2ccsc2)cc1Nc1ccc2c(c1)OCc1ccc(OCCN3CCOCC3)cc1C2=O","COC(=O)c1c(NC(=O)Nc2ccccc2)cc(C(C)(C)C)n1C","margin = 0.45"
"19867","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Nc3ccccc3)n2)cc1","COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)cc1","margin = 0.45"
"19868","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","CC(C)N1CCC(c2cc(-c3ccc(F)cc3Cl)c3cc[n+]([O-])c(-c4c(Cl)cccc4Cl)c3n2)CC1","COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1ccc(Cl)c(Cl)c1","margin = 0.45"
"19869","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","Cc1cccc(-c2ncoc2-c2ccc3nnc(C(C)C)n3c2)c1","COC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccccc1","margin = 0.45"
"19870","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","CC1(C)OC[C@@H](COc2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)c(NC(=O)c5ccccc5)c4)cc2CC3)O1","Cc1ccc(NC(=O)c2nc(-c3ccccc3)[nH]c2-c2ccccc2)cc1Nc1ccc2ncn(C)c(=O)c2c1","random"
"19871","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","CN1CCN(CCCNC(=O)c2ccc3c(c2)C(=O)c2ccc(Nc4ccc(F)cc4F)cc2CC3)CC1","Fc1ccc(Nc2nc3cnc(C4CCOCC4)nc3n2C2CCCC2)c(F)c1","random"
"19872","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","O=C1NCc2c(-c3ccc(F)cc3F)cc(N3CCNCC3)cc2N1c1c(Cl)cccc1Cl","COc1ccc(NC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)cc1","random"
"19873","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","O=C(NCCOc1cc(-c2ccccc2Cl)c2ccc(=O)n(-c3c(Cl)cccc3Cl)c2c1)[C@@H]1CCCN1","COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@H](C)C2CCCCC2)c1","random"
"19874","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2c(OC[C@H](O)CO)cccc21","Cc1ccc(-c2[nH]cnc2C)cc1NC(=O)c1ccc(OCc2ccccn2)cc1","random"
"19875","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","O=C1NCc2c(-c3ccccc3Cl)nc(N3CCOCC3)nc2N1c1c(Cl)cccc1Cl","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NN)cc1","margin = 0.45"
"19876","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","COCC(=O)Nc1cc(COc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1","Cc1ccc(-c2ccncc2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1","margin = 0.45"
"19877","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","Cc1cc(S(C)(=O)=O)ccc1-c1nncc2nc(Nc3ccc(F)cc3)ccc12","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc(C(=O)NCCCO)cc1","margin = 0.45"
"19878","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)s1","O=C1NCc2nc(Sc3ccccc3F)ccc2N1c1c(Cl)cccc1Cl","random"
"19879","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","O=C(NCC1CC1)c1ccc(-c2cc(NC(=O)c3ccoc3)ccc2Cl)cc1","Cc1ccc(C(=O)Nc2nncs2)cc1-c1ccc(C(=O)NCC2CC2)cc1","random"
"19880","Cc1ccc(C(=O)NC2CC2)cc1NC(=O)c1ccc(-c2ccncc2)s1","CNC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1","CC(C)(C)c1cc(NC(=O)Nc2ccc3ccccc3c2)n(CC(=O)N2CCS(=O)(=O)CC2)n1","random"
"19881","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","O=C1c2cc(NCCN3CCOCC3)ccc2COc2cc(Nc3ccc(F)cc3F)ccc21","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3ccc(C)o3)c2)[nH]1","margin = 0.35"
"19882","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","CCn1c(=O)n(CC)c2cc(-c3c[nH]nc3-c3cccc(C)c3)ccc21","CSc1nc(-c2ccc(F)cc2)c(-c2ccncc2)[nH]1","margin = 0.35"
"19883","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","CC(C)(C)c1cc(NC(=O)Nc2ccc(Oc3ccnc4[nH]c(=O)cnc34)c3ccccc23)n(-c2ccccc2)n1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Cl)c2)[nH]1","margin = 0.35"
"19884","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","CCCCNC(=O)c1ccc(C)c(Nc2ncnc3c2cnn3-c2ccccc2)c1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NCc3cccc4ccccc34)c2)[nH]1","margin = 0.35"
"19885","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","Cc1ccc(C(=O)Nc2ccon2)cc1Nc1ncnc2c1cnn2-c1ccccc1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)C(C)(C)C)c2)[nH]1","margin = 0.35"
"19886","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","CCONC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1","CSc1cc(CSc2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)ccc1O","random"
"19887","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","Nc1cc(F)ccc1Nc1ccc2c(c1)OCc1cc(OCCN3CCOCC3)ccc1C2=O","COCCNC(=O)c1ccc(-c2cc(C(=O)NC3CC3)cc(F)c2C)cc1","random"
"19888","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","CC(C)Cc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12","COCCNC(=O)c1ccc(-c2c3nccc(-c4ccc(F)cc4F)c3cc[n+]2[O-])c(C)c1","random"
"19889","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","Cn1c(=O)c(Nc2ccc(F)cc2F)cc2cnnc(-c3ccc(F)cc3F)c21","Cn1c(=O)n(C)c2cc(-c3[nH]cnc3-c3ccccc3)ccc21","random"
"19890","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCCCC3C)c2)[nH]1","COCC(=O)N1CCC(c2[nH]nc(-c3ccc(Cl)cc3)c2-c2ccncn2)CC1","Cc1cc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC(C)C(C)C)c3)nc2cc1C","random"
"19891","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","CC(C)(C)c1cc(NC(=O)Nc2cccc3ccccc23)n(-c2cccc([N+](=O)[O-])c2)n1","C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(=O)Cc3ccc(F)cc3)c2)[nH]1","margin = 0.35"
"19892","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","CC(C)(C)c1cc(C(=O)N2CCNS(=O)(=O)CC2)c(NC(=O)Nc2ccc(Cl)cc2)s1","CC(C)[C@H](C)Nc1cc(-c2nc3ccccc3nc2-c2ccc(F)cc2)ccn1","margin = 0.35"
"19893","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","O=C1c2cc(OC[C@@H](O)CO)ccc2COc2cc(Nc3ccc(F)cc3F)ccc21","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(C)c3ccccc3)c2)[nH]1","margin = 0.35"
"19894","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)Nc4ccon4)ccc3C)c2c1C","CC(C)C(C)Nc1cc(-c2nc3cc(Cl)c(Cl)cc3nc2-c2ccc(F)cc2)ccn1","margin = 0.35"
"19895","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","CN(C)CCN1CCN(c2nc(-c3ccccc3Cl)c3c(n2)N(c2c(Cl)cccc2Cl)C(=O)NC3)CC1","CSc1nc(-c2ccc(F)cc2)c(-c2ccnc(NC(Cc3ccccc3)Cc3ccccc3)c2)[nH]1","margin = 0.35"
"19896","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","Cc1cccc(-c2noc(NC(=O)Cc3ccccc3Cl)c2-c2ccncn2)c1","Cc1ccccc1N1C(=O)NCc2nc(Sc3ccc(F)cc3Cl)ccc21","random"
"19897","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OCCN4CCOCC4)cc2C3=O)c(F)cc1F)c1ccccc1","Nc1c(C(=O)c2ccccc2)cc[n+]([O-])c1-c1ccccc1Cl","random"
"19898","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","O=C1NCc2c(-c3ccc(F)cc3Cl)cc(CN3CCNCC3)cc2N1c1c(Cl)cccc1Cl","Cc1cccc(-c2nn(CC(=O)Nc3cccc(C(N)=O)c3)cc2-c2ccc3nc(C)c(C)nc3c2)n1","random"
"19899","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","COC(=O)c1cc(-c2ccccc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2","Clc1ccc(-c2cc(-c3ccccc3Br)c(-c3ccncc3)[nH]2)cc1","random"
"19900","CC(C)[C@H](C)Nc1cc(-c2[nH]c([S+](C)[O-])nc2-c2ccc(F)cc2)ccn1","CC(C)S(=O)(=O)n1c(N)nc2ccc(-c3[nH]cnc3-c3ccccc3)cc21","CCCOC(=O)c1sc(C(C)(C)C)cc1NC(=O)Nc1ccc(C)cc1","random"
"19901","CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O","Cc1cc(O)ccc1-c1c(N)c(C(=O)c2ccc(F)cc2F)cc[n+]1[O-]","CC(C)(C)c1cc(C(=O)N2CCSCC2)c(NC(=O)Nc2cccc3ccccc23)s1","margin = 0.35"
"19902","CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O","COc1cc(-c2ccc(F)cc2F)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)NC2","COCCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O","margin = 0.35"
"19903","CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O","C[S+]([O-])c1nc(-c2ccc(F)cc2)c(-c2ccnc(NC3CCOCC3)c2)[nH]1","CCSc1nc(-c2ccc(F)cc2)c(-c2ccnc(Cl)c2)[nH]1","random"
"19904","CN(C)CCN1CCN(C(=O)c2cc(C(C)(C)C)sc2NC(=O)Nc2cccc(Cl)c2Cl)CCC1=O","Cc1ccc(C(=O)NCC2CC2)cc1-c1ccc2c(c1)NC(=O)C2(C)C","Cc1cccc(-c2[nH]c(CNc3ccccc3NS(C)(=O)=O)nc2-c2ccc3ncnn3c2)n1","random"
"19905","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2c1cccc2C1CCOCC1","Cc1cc(-c2noc(NC(=O)Cc3ccccc3C)c2-c2ccncn2)ccc1F","margin = 0.35"
"19906","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","Cc1cc(F)ccc1Oc1ccc2c(-c3ccccc3C)nncc2n1","O=C(Cc1ccccc1F)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","margin = 0.35"
"19907","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","C=Cc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1","O=C(Cc1ccccc1)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","margin = 0.35"
"19908","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","CNc1ncc2cc(-c3cc(Nc4nc5cc(C(F)(F)F)ccc5[nH]4)ccc3C)ccc2n1","O=C(Cc1ccccc1Cl)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","margin = 0.35"
"19909","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","O=C(O)c1ccc(-c2nnc3ccc(Sc4ccc(F)cc4F)cn23)cc1","O=C(Cc1ccccc1Cl)Nc1onc(-c2ccc(F)cc2F)c1-c1ccncn1","margin = 0.35"
"19910","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","Nc1c(C(=O)c2ccccc2)cnn1-c1ccccc1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OC[C@H](O)CO)cc21","random"
"19911","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","O=C1c2ccc(Nc3ccccc3Cl)cc2CCc2ccc(O)cc21","CCc1nc(-c2cccc(Cl)c2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1","random"
"19912","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","Cc1cccc(-c2nn(CC(=O)Nc3ccccc3)cc2-c2ccc3ncccc3c2)n1","CC(C)c1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12","random"
"19913","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","CCOC(=O)c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1","Cc1ccc(NC(=O)c2cc(N3CCOCC3)cc(C(F)(F)F)c2)cc1NC(=O)c1ccc(OCc2ccccn2)cc1","random"
"19914","O=C(Cc1ccccc1)Nc1onc(-c2c(Cl)cccc2Cl)c1-c1ccncn1","CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(S/C=C\C(=O)O)n2CC(O)CO)ccn1","CC(C)c1nnc2ccc(-c3ocnc3-c3c(F)cc(F)cc3F)cn12","random"
"19915","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(-c4ccccc4)cc23)cc1","O=C1c2ccccc2CCc2cc(Nc3ccc(F)cc3F)ccc21","margin = 0.35"
"19916","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","COC(=O)c1[nH]c(C(C)(C)C)cc1NC(=O)Nc1ccccc1","O=C1c2ccc(Nc3ccc(F)cc3Cl)cc2CCc2ccc(O)cc21","margin = 0.35"
"19917","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","CC(C)(C)c1cc(C(=O)N2CCNC(=O)C2)c(NC(=O)Nc2ccc3ccccc3c2)s1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2c1cccc2C1CCOCC1","margin = 0.35"
"19918","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","CCc1nc(-c2ccccc2)c(-c2ccnc(NC(=O)c3ccccc3)c2)s1","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ncccc21","margin = 0.35"
"19919","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","O=C1c2ccc(Nc3ccc(F)cc3F)cc2CCc2ccc(OCCO)cc21","Cc1nc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)ccc1F","random"
"19920","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","Cc1ccc(C(=O)NC2CC2)cc1-c1ccc2c(c1)NC(=O)C21CCC(C)(O)CC1","Nc1cc(F)ccc1Nc1ccc2c(c1)CCc1ccccc1C2=O","random"
"19921","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","COn1c(-c2ccncc2)c(-c2ccc(F)cc2)c2ncccc21","C=Cc1ccccc1NCc1nc(-c2ccc3ncnn3c2)c(-c2cccc(C)n2)[nH]1","random"
"19922","O=C(NCCCl)c1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)cc3F)cc1CC2","Cn1c(=O)c(Oc2ccccc2F)cc2cnc(NC3CCOCC3)nc21","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(CCC#N)n1","random"
"19923","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","[O-][n+]1ccc2c(-c3ccc(F)cc3Cl)cc(-c3cccnc3)nc2c1-c1c(Cl)cccc1Cl","CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CCC4)ccc3C)c2c1C","margin = 0.35"
"19924","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","CCc1nnc2ccc(-c3ocnc3-c3ccc(F)cc3)cn12","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(CO)c(C)c12","margin = 0.35"
"19925","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","Fc1ccc(-c2nc(-c3ccccc3)[nH]c2-c2ccnc3[nH]c(C4CCCCC4)cc23)cc1","CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)OC)c(C)c23)c1","margin = 0.35"
"19926","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","C[C@H](Nc1nccc(-c2[nH]c(Cc3cccc(C(N)=O)c3)nc2-c2ccc(F)cc2)n1)c1ccccc1","CNC(=O)c1ccc(C)c(Nc2ncnn3cc(C(=O)c4ccc(F)cc4)c(C)c23)c1","margin = 0.35"
"19927","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3ccccc3F)n2)cc1","CCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC(C)C)ccc3C)c2c1C","margin = 0.35"
"19928","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","CC(=O)Nc1cc(CCOc2ccc(NC(=O)Nc3cc(C(C)(C)C)nn3-c3ccc(C)cc3)c3ccccc23)ccn1","Cc1cccc(C)c1OC(=O)N(c1cccc(-c2ccccc2)c1)c1ccnc(Nc2ccc(N3CCN(C)CC3)cc2)n1","random"
"19929","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","COc1cc(-c2ccccc2Cl)c2c(c1)N(c1c(Cl)cccc1Cl)C(=O)C(O)C2","Cc1nc(-c2ccc(C)c(NC(=O)c3ccc(OCc4ccccn4)cc3)c2)c[nH]1","random"
"19930","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","O=C(Nc1cc(-c2c(-c3ccc(F)cc3)nc3n2CCS3)ccn1)c1ccc(F)cc1","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)n(-c2ccccn2)n1","random"
"19931","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","COc1ccc2c(c1)C(=O)c1ccc(Nc3ccc(F)c(NC(=O)c4ccccc4)c3)cc1CC2","O=C(Nc1cccc(Nc2ccc3c(c2)OCc2ccccc2C3=O)c1)c1cccc(F)c1","random"
"19932","Cc1ccc(C(=O)NC2CC2)cc1Nc1ncnn2cc(C=O)c(C)c12","Cc1ccc(NC(=O)c2ccc3c(c2)OC(F)(F)O3)cc1C(=O)Nc1cnc(Nc2ccc(N3CCN(C)CC3)cc2)nc1","Cc1cc2nc(-c3ccc(F)cc3)c(-c3ccnc(NC(C)C)c3)nc2cc1C","random"
"19933","Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1","CC(Nc1cc(-c2[nH]c(SCC(O)CO)nc2-c2ccc(F)cc2)ccn1)c1ccccc1","Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1","margin = 0.35"
"19934","Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1","Cc1n[nH]c(C)c1-c1nncc2nc(Nc3ccc(F)cc3F)ccc12","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(C)c(Nc3nccc(-c4cccnc4)n3)c2)cc1","margin = 0.35"
"19935","Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1","Fc1ccc(-c2ncoc2-c2ccc3nnc(C4CC4)n3c2)cc1","Cc1cccc(NCc2nc(-c3ccc4ncnn4c3)c(-c3cccc(C)n3)[nH]2)c1","random"
"19936","Cc1ccc(NC(=O)Nc2ccc(Cl)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cccnc2)n1","CC(C)c1nnc2ccc(-c3[nH]cnc3-c3cc(F)ccc3F)cn12","COc1cccc(CNC(=O)c2ccc(-c3cc(-c4nnc(C)o4)ccc3C)cc2)c1","random"
"19937","Nc1c(C(=O)c2cccc(C#CCN3CCCCC3)c2)cnn1-c1ccc(F)cc1","CC(C)(C)c1cc(NC(=O)Nc2cccc(Cl)c2Cl)c(-c2ccccc2)s1","CCn1nccc1NC(=O)c1ccc(C)c(NC(=O)c2cnn(-c3ccc(F)cc3)c2N)c1","margin = 0.5"
"19938","Nc1c(C(=O)c2cccc(C#CCN3CCCCC3)c2)cnn1-c1ccc(F)cc1","Fc1ccc(-c2ncn(C3CCNCC3)c2-c2ccnc(Oc3cccc(C(F)(F)F)c3)n2)cc1","Cc1ccc(NC(=O)c2cccc(F)c2)cc1-n1cnc2ccc(N3CCN(C)CC3)cc2c1=O","random"
"19939","Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","COc1ccc(N(C(=O)Oc2c(C)cccc2C)c2ccnc(Nc3ccc(N4CCN(C)CC4)cc3)n2)c(OC)c1","O=C(Cc1ccccc1)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","margin = 0.35"
"19940","Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","Cc1cccc(-c2nn(CCC(=O)Nc3cccc(C#N)c3)cc2-c2ccc3ncccc3c2)n1","O=C(Cc1ccccc1F)Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","margin = 0.35"
"19941","Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","CC(=O)NC1(C(=O)NCc2cccc(-n3nc(C(C)(C)C)cc3NC(=O)Nc3ccccc3)c2)CCCC1","CCNC(=O)c1ccc(C)c(N2Cc3nc(NC(C)C)sc3C2=O)c1","random"
"19942","Nc1onc(-c2ccc(F)cc2)c1-c1ccncn1","CN(C)c1ccc(NC(=O)c2ccoc2)cc1-c1ccc(C(=O)NCC2CC2)cc1","CC(C)(C)c1cc(C(=O)N2CCNC(=O)CC2)c(NC(=O)Nc2cccc(Cl)c2)s1","random"
"19943","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCc3ccncc3)c3ccccc23)cc1","Cn1c(=O)c(Oc2cccc(F)c2)cc2cnc(NC3CCOCC3)nc21","margin = 0.35"
"19944","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","COC(=O)c1oc(C(C)(C)C)cc1NC(=O)Nc1cccc(Cl)c1Cl","Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC(CO)CO)nc21","margin = 0.35"
"19945","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","CCc1nc(-c2cccc(C)c2)c(-c2ccncc2)s1","Cn1c(=O)c(Sc2ccccc2F)cc2cnc(NC3CCOCC3)nc21","margin = 0.35"
"19946","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","[O-][n+]1ccc2c(-c3ccccc3Cl)cc(OC3CCNCC3)nc2c1-c1c(Cl)cccc1Cl","Cn1c(=O)c(Oc2ccccc2)cc2cnc(NC3CCOCC3)nc21","margin = 0.35"
"19947","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","Cc1ccccc1C(=O)c1ccc(Nc2ccccc2N)cc1Cl","CNc1ncc2cc(Oc3ccc(F)cc3F)c(=O)n(C)c2n1","margin = 0.35"
"19948","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","O=C(Nc1cc(Nc2ccc3c(c2)CCc2ccc(OC[C@@H](O)CO)cc2C3=O)ccc1F)c1ccccc1","COc1ccc(CNc2nccc(-c3[nH]c(Cc4cccc(C#N)c4)nc3-c3ccc(F)cc3)n2)cc1","random"
"19949","CCn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc21","O=c1c(Oc2ccc(F)cc2F)cc2cnc(NC3CCOCC3)nc2n1C1CCS(=O)(=O)CC1","COCCn1c(SC)nc(-c2ccc(F)cc2)c1-c1ccnc(N[C@H](C)c2ccccc2)c1","random"
