,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95
0,-0.15228349,0.11356369,-0.029631974,0.0836863,0.012647932,-0.053773683,-0.02689193,0.06350924,-0.06810797,0.10843394,-0.14606762,0.060624216,0.16842668,0.07530532,-0.06465521,0.11056413,0.094553664,0.19062509,-0.11855558,-0.11784315,0.10932876,0.006117591,-0.025445493,0.052173384,0.04257202,-0.04817106,0.11193235,0.08427967,0.0082419915,0.07686661,0.17443243,0.09495918,-0.11687996,-0.10754169,0.1343723,0.059978347,0.12119908,-0.13669358,-0.09843349,0.00214853,0.15891802,0.006797882,-0.034955382,0.00037896488,-0.19297116,0.10926205,-0.1891155,0.02227876,-0.036715906,-0.091882125,-0.03408513,-0.16267355,-0.123897366,-0.07268789,0.16300441,-0.13273534,0.14259355,0.11212031,-0.047390487,-0.11493885,-0.18445517,0.07651439,-0.017184695,0.064410836,-0.09953881,-0.0089838505,-0.040043745,-0.14004526,0.05670638,0.12366018,-0.016956618,-0.0036673713,-0.04089196,0.0014956739,-0.13286029,-0.12718219,0.08386385,0.10601241,0.014798847,0.070963904,-0.06563612,0.007922998,0.065114096,-0.11243821,-0.0652759,-0.1404297,-0.10149553,0.004006936,0.04969266,-0.16051336,0.113407396,-0.14398894,0.115539104,-0.1971055,-0.14364272,0.05023592
1,-0.15729882,0.10929254,-0.04232209,0.08147215,0.0078283185,-0.061961874,-0.021378435,0.059036706,-0.06698201,0.11188695,-0.15357806,0.05361878,0.16820116,0.061699655,-0.07349176,0.12460697,0.0924935,0.18219095,-0.122128345,-0.123444095,0.11154094,0.007975939,-0.03352439,0.040351182,0.049226366,-0.050999098,0.10838079,0.08920678,0.009970907,0.07966297,0.18841942,0.09480085,-0.12014277,-0.10967959,0.14144143,0.05876027,0.12683414,-0.14368345,-0.09675578,-0.017403675,0.14648849,0.008120847,-0.039134134,0.013545253,-0.17037843,0.09115315,-0.18845442,0.015826281,-0.027921177,-0.10230389,-0.02213953,-0.17263155,-0.12860234,-0.074451074,0.17551157,-0.13044965,0.12461151,0.10944879,-0.054036323,-0.12803343,-0.18863672,0.06459106,-0.01975417,0.0571673,-0.09939257,-0.0119949635,-0.04404999,-0.13048668,0.06677725,0.1253851,-0.030788323,-0.0018456967,-0.03984549,-0.0041007386,-0.12453473,-0.11086129,0.0864282,0.111418284,0.0052974634,0.07962622,-0.06496009,-0.01679545,0.06546994,-0.09549782,-0.051003613,-0.13889638,-0.101471625,0.0070257355,0.041943856,-0.16708148,0.10428082,-0.12479619,0.112192996,-0.2069851,-0.15612832,0.039162192
2,-0.15390353,0.110466614,-0.037634503,0.08350523,0.009849022,-0.05383539,-0.041739024,0.06580127,-0.07472803,0.10513101,-0.14478116,0.07167097,0.16076799,0.073987484,-0.06256732,0.11021087,0.10019341,0.19522145,-0.123453334,-0.11466606,0.1074096,0.008072154,-0.029336875,0.05817889,0.043876853,-0.043576796,0.11093694,0.08013364,0.00827952,0.07576305,0.17574067,0.09110551,-0.11782083,-0.10709966,0.13052545,0.06561865,0.12060335,-0.14027542,-0.10026939,0.0010460446,0.15967949,0.02028742,-0.036153343,-0.004654122,-0.1897102,0.109629884,-0.18948458,0.021140998,-0.03492224,-0.09117983,-0.031384353,-0.15478142,-0.12559205,-0.074691035,0.16097006,-0.12438254,0.14797838,0.114121966,-0.04966513,-0.11479448,-0.18456964,0.069790736,-0.007153312,0.06759105,-0.09940866,-0.0055302465,-0.043120068,-0.13276286,0.06402055,0.12504561,-0.020708764,-0.0017353767,-0.037588183,0.0022732397,-0.12808199,-0.12283036,0.08009953,0.10133596,0.008512143,0.07344737,-0.07282331,0.007177105,0.06342483,-0.11622004,-0.06266891,-0.13521515,-0.11065428,0.011835173,0.050728764,-0.1556154,0.112868145,-0.15164281,0.11419861,-0.20102696,-0.14813954,0.051699627
3,-0.16137284,0.107920095,-0.045447364,0.08400079,0.011572277,-0.057693735,-0.038841087,0.056361258,-0.06561355,0.1048942,-0.15265326,0.067609236,0.15903993,0.06046649,-0.060734313,0.11510931,0.093220964,0.19382492,-0.12972005,-0.11995544,0.10820362,0.0022178458,-0.033023506,0.047325727,0.05798454,-0.040473606,0.11123191,0.08750343,0.009997347,0.07326022,0.18453671,0.09101297,-0.11263764,-0.11154615,0.13152464,0.06768216,0.120102786,-0.1424485,-0.09823262,-0.004349724,0.15527256,0.019287763,-0.03446487,0.0009894083,-0.17462312,0.09054112,-0.18971074,0.017967733,-0.04206507,-0.09878065,-0.024694737,-0.15047325,-0.13109574,-0.08231074,0.1692785,-0.123174176,0.14146897,0.108011134,-0.056773726,-0.11834517,-0.18887694,0.06597297,-0.012824525,0.06347547,-0.10210557,0.0027867393,-0.04662295,-0.13235989,0.06828039,0.1329873,-0.02352844,-0.0049712425,-0.041261032,-0.004483465,-0.12919962,-0.110644296,0.08508479,0.106317304,0.008827158,0.07354942,-0.06765551,-0.0064468435,0.06089159,-0.10810686,-0.057846762,-0.1407642,-0.10765189,0.02136417,0.049438037,-0.1574949,0.10609121,-0.1416802,0.109506354,-0.20887434,-0.15481424,0.041597467
4,-0.15376215,0.10654419,-0.037246317,0.08222364,0.0060199085,-0.063772246,-0.02370029,0.05696962,-0.07348055,0.112184346,-0.15468818,0.054635745,0.1663133,0.064814165,-0.07512568,0.12013646,0.08945272,0.18631868,-0.11683399,-0.12619539,0.10618281,0.011342429,-0.032745723,0.04952594,0.05162737,-0.050209723,0.10539635,0.08910136,0.015623425,0.08050055,0.18678947,0.09297813,-0.1242323,-0.10576705,0.13307858,0.05598362,0.120151915,-0.13808025,-0.09642472,-0.0053694234,0.14838715,0.0055749402,-0.033411015,0.0050882474,-0.18189798,0.10391755,-0.19081944,0.012244763,-0.021791687,-0.10281359,-0.021766607,-0.17111915,-0.12786432,-0.072354265,0.16750497,-0.12709688,0.12907124,0.112429515,-0.053832017,-0.12502716,-0.18640089,0.07323516,-0.009763781,0.05320065,-0.09397519,-0.0058989497,-0.04277028,-0.12694018,0.07406498,0.1261846,-0.03271728,-0.0045588557,-0.03987258,-0.0011929761,-0.12592518,-0.11354657,0.09061518,0.10342118,0.004130777,0.07967001,-0.066709824,-0.008247411,0.05988001,-0.09832786,-0.055469885,-0.14119443,-0.1042994,0.012235816,0.048613194,-0.16907935,0.10537709,-0.13069758,0.11846071,-0.20978995,-0.15153073,0.04610026
5,-0.13868327,0.10674936,-0.026107533,0.07412332,-0.004949407,-0.064839065,-0.022799617,0.061423272,-0.08038771,0.11378509,-0.13967764,0.061210543,0.16970034,0.0836832,-0.06625115,0.120400146,0.09998907,0.18178052,-0.11929126,-0.12111113,0.11038533,0.009929588,-0.030197497,0.050223425,0.028931243,-0.053369384,0.118484534,0.0897194,0.013339291,0.08645065,0.1949337,0.0920293,-0.11542705,-0.116855964,0.13673565,0.06907307,0.13094136,-0.13528256,-0.09966849,-0.015149517,0.15367039,0.00653752,-0.027674723,0.017380988,-0.1824341,0.114665285,-0.17092265,0.019269839,-0.039703857,-0.10188347,-0.03495709,-0.17131846,-0.13028225,-0.07352239,0.17854515,-0.12243102,0.12787774,0.12048518,-0.04890054,-0.11779398,-0.18602818,0.07356802,-0.020011038,0.05883169,-0.10010233,-0.023088869,-0.04704298,-0.14186604,0.056878164,0.1259688,-0.027286101,0.0047243517,-0.03861779,-0.0065733893,-0.11844839,-0.12581393,0.08089257,0.11078601,0.016176194,0.073149644,-0.07436586,-0.001551463,0.05913557,-0.09477985,-0.060192496,-0.12536044,-0.098090306,-0.009768312,0.045422044,-0.16384482,0.10977137,-0.13755992,0.11065168,-0.19893877,-0.143449,0.047400992
6,-0.15178403,0.110464305,-0.04356813,0.0857603,0.011793694,-0.056862053,-0.02654816,0.06406128,-0.0669472,0.10990339,-0.1633563,0.057938796,0.16448812,0.06221684,-0.06994173,0.123932354,0.099267915,0.18906166,-0.115782954,-0.11923359,0.116289444,0.01478541,-0.027256051,0.047842912,0.048705947,-0.055129323,0.10995102,0.07355645,0.017326204,0.07754194,0.18420404,0.09020429,-0.12876,-0.09274589,0.14405581,0.061862156,0.12999642,-0.14462577,-0.0950673,-0.008811604,0.14775577,0.00152597,-0.041462727,0.0075953803,-0.18078372,0.106411174,-0.18397845,0.01561426,-0.023793604,-0.09784443,-0.035198946,-0.16138151,-0.1266748,-0.073397875,0.16279949,-0.13486528,0.12237824,0.10413259,-0.05932934,-0.13067003,-0.18698473,0.072533526,-0.015481242,0.06318127,-0.09552383,-0.008608713,-0.03589709,-0.12095126,0.074027635,0.12182938,-0.033849087,-0.0010012867,-0.042621534,-0.01487162,-0.12756251,-0.12064781,0.09347664,0.11318039,0.0015769071,0.071880706,-0.064622626,-0.005639146,0.069531254,-0.1030324,-0.059787553,-0.12429827,-0.10210602,0.0076300725,0.051515695,-0.16830155,0.11302037,-0.13368997,0.113542765,-0.19791313,-0.15680103,0.042760637
7,-0.15576619,0.11015191,-0.04185245,0.08143723,0.0010407936,-0.054807592,-0.039471265,0.06409883,-0.07961935,0.10747948,-0.15095666,0.055571705,0.16660088,0.068670414,-0.07078353,0.11663198,0.09446396,0.19160901,-0.1174586,-0.120996535,0.11234813,0.019081572,-0.0383125,0.051322464,0.04451096,-0.04316361,0.10326269,0.07434807,0.0072383173,0.078749195,0.18207383,0.09191892,-0.13026327,-0.09877831,0.13210066,0.058636006,0.12722495,-0.14700952,-0.09561415,-0.009787492,0.15243764,0.017529244,-0.041325644,-0.0028032067,-0.17968358,0.10138445,-0.18604746,0.01194264,-0.024389114,-0.09515558,-0.016758978,-0.16680142,-0.12400144,-0.06549195,0.16172805,-0.13058653,0.14020653,0.10888638,-0.049956955,-0.12310026,-0.18459512,0.07540781,0.003156051,0.05695067,-0.09997581,-0.016127003,-0.042311795,-0.12963207,0.07066857,0.12585899,-0.033730783,-0.0065807714,-0.030672995,-0.0033901683,-0.1214928,-0.11365341,0.08251291,0.102038704,-0.0068303845,0.08285092,-0.067015864,-0.005172561,0.06854394,-0.11289741,-0.056624435,-0.13806596,-0.11607835,0.011315972,0.04400183,-0.16242962,0.11090372,-0.13338059,0.11154061,-0.20701967,-0.1595099,0.044681802
8,-0.15301687,0.10192506,-0.043133147,0.077221684,0.0037082795,-0.05754709,-0.03685635,0.06287083,-0.068660006,0.107334465,-0.1489565,0.055338573,0.17245229,0.06614336,-0.064709276,0.12006839,0.09534428,0.19026129,-0.11949902,-0.1261392,0.11153454,0.01320077,-0.039456874,0.05156256,0.050925314,-0.04414055,0.10643369,0.08122478,0.007971245,0.07593072,0.18971747,0.08782148,-0.12952103,-0.107291944,0.13547102,0.060173914,0.12871552,-0.14689536,-0.09553247,-0.011467372,0.14983483,0.017248375,-0.03342748,0.006819745,-0.16935556,0.10059004,-0.18593346,0.013183012,-0.034674976,-0.10047127,-0.027963778,-0.164888,-0.13031638,-0.0761405,0.17132643,-0.12422348,0.13504961,0.10688569,-0.052909266,-0.1250987,-0.18595923,0.070040956,-0.009381109,0.05678771,-0.099707924,-0.011108519,-0.038079612,-0.12808363,0.066717975,0.12410458,-0.03149484,0.0005474313,-0.038963616,-0.0059912167,-0.12421789,-0.11435572,0.08742401,0.10522388,0.0051774727,0.07681976,-0.06707018,-0.0047630724,0.06584318,-0.105395585,-0.05776047,-0.13469446,-0.10819777,0.0101783285,0.04738261,-0.16231406,0.10893354,-0.13595748,0.10867309,-0.20665523,-0.16269119,0.041309424
9,-0.16105576,0.11251498,-0.045090526,0.0812723,0.007015136,-0.049312193,-0.041569553,0.06777847,-0.07434959,0.1061095,-0.14393522,0.071853764,0.15925588,0.07407175,-0.06617981,0.10488124,0.091263056,0.20124623,-0.12265513,-0.11712625,0.10186221,0.010351659,-0.034292784,0.060115438,0.04751721,-0.03833659,0.10001862,0.08440447,0.0038671833,0.0720827,0.17748669,0.0913449,-0.12350805,-0.10599554,0.12385877,0.072565235,0.11576784,-0.13293777,-0.10116845,0.0038063652,0.15484244,0.029636513,-0.038652126,-0.005606763,-0.1836081,0.106318176,-0.1946481,0.017364977,-0.033483103,-0.092804134,-0.023618719,-0.16300638,-0.1301058,-0.071910694,0.15501317,-0.118351184,0.15537205,0.109938554,-0.046200562,-0.11239778,-0.17516775,0.07045769,0.00032187923,0.058502138,-0.099745445,-0.0038313768,-0.04587885,-0.13414389,0.0705783,0.12772195,-0.018401558,-0.0077368463,-0.036415864,0.0040322216,-0.12342288,-0.114629,0.07982044,0.096176334,0.009082448,0.072051376,-0.07138762,0.011868012,0.061707,-0.122793294,-0.05688857,-0.14812812,-0.11521836,0.019464908,0.047575846,-0.16006026,0.107353985,-0.15929258,0.11272946,-0.20641743,-0.15154988,0.053223595
